filename,is_target,score,image_name,K,TP_obj,FP_obj,Cum_TP_obj,Cum_FP_obj,Precision_obj_at_K,Cum_TP_img,Cum_FP_img,Precision_img_at_K
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_284.npy,False,0.4154365,50_Or_005_35.658681__-0.534745_03.2021,292,0,1,79,213,0.2705479452054795,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_646.npy,False,0.41420943,50_Or_019_35.652627__-0.592862_06.2020,293,0,1,79,214,0.2696245733788396,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_276.npy,False,0.41361675,50_Or_005_35.658681__-0.534745_03.2021,294,0,1,79,215,0.2687074829931973,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1512.npy,False,0.4124385,50_Or_035__35.649109__-0.611845_03.2021,295,0,1,79,216,0.2677966101694915,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_CementMixerTrucks_60.npy,False,0.4117652,50_Or_005_35.658681__-0.534745_03.2021,296,0,1,79,217,0.2668918918918919,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_540.npy,False,0.41104585,50_Or_098__35.913750__0.147933__11.2021,297,0,1,79,218,0.265993265993266,15,10,0.6
50_Or_078__35.819171__-0.468544_06.2022_MediumStandard_327.npy,False,0.41094643,50_Or_078__35.819171__-0.468544_06.2022,298,0,1,79,219,0.2651006711409396,15,10,0.6
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_299.npy,False,0.4097458,50_Or_052__35.710191__-0.636511_06.2020,299,0,1,79,220,0.26421404682274247,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_301.npy,False,0.40741783,50_Or_025_35.651734__-0.595641_06.2020,300,0,1,79,221,0.2633333333333333,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_466.npy,False,0.4073277,50_Or_020_35.652627__-0.592862_03.2021,301,0,1,79,222,0.26245847176079734,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_237.npy,False,0.4073277,50_Or_021_35.652627__-0.592862_06.2022,302,0,1,79,223,0.26158940397350994,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_144.npy,False,0.40557736,50_Or_006_35.658681__-0.534745_01.2022,303,0,1,79,224,0.2607260726072607,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_163.npy,False,0.40498102,50_Or_006_35.658681__-0.534745_01.2022,304,0,1,79,225,0.2598684210526316,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_194.npy,False,0.40258527,50_Or_096__34.700833__3.307971__03.2025,305,0,1,79,226,0.25901639344262295,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_19.npy,False,0.4024797,50_Or_006_35.658681__-0.534745_01.2022,306,0,1,79,227,0.2581699346405229,15,10,0.6
50_Or_077__35.819171__-0.468544_01.2022_Bulldozers_38.npy,False,0.4016247,50_Or_077__35.819171__-0.468544_01.2022,307,0,1,79,228,0.25732899022801303,15,10,0.6
50_Or_040__35.635027__-0.595208_06.2022_TruckTractor_261.npy,False,0.4012031,50_Or_040__35.635027__-0.595208_06.2022,308,0,1,79,229,0.2564935064935065,15,10,0.6
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_341.npy,False,0.39749923,50_Or_077__35.819171__-0.468544_01.2022,309,0,1,79,230,0.255663430420712,15,10,0.6
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_334.npy,False,0.39684564,50_Or_077__35.819171__-0.468544_01.2022,310,0,1,79,231,0.25483870967741934,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_MediumSmall_224.npy,False,0.39651585,50_Or_035__35.649109__-0.611845_03.2021,311,0,1,79,232,0.2540192926045016,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_146.npy,False,0.3958659,50_Or_006_35.658681__-0.534745_01.2022,312,0,1,79,233,0.2532051282051282,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_641.npy,False,0.39483687,50_Or_019_35.652627__-0.592862_06.2020,313,0,1,79,234,0.2523961661341853,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_162.npy,False,0.39381534,50_Or_006_35.658681__-0.534745_01.2022,314,0,1,79,235,0.2515923566878981,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_353.npy,False,0.39374813,50_Or_096__34.700833__3.307971__03.2025,315,0,1,79,236,0.2507936507936508,15,10,0.6
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_69.npy,False,0.39305708,50_Or_031_35.641030__-0.594670_03.2021,316,0,1,79,237,0.25,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_HeavyDuty_119.npy,False,0.3923682,50_Or_096__34.700833__3.307971__03.2025,317,0,1,79,238,0.24921135646687698,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_282.npy,False,0.39186665,50_Or_005_35.658681__-0.534745_03.2021,318,0,1,79,239,0.24842767295597484,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_151.npy,False,0.39124817,50_Or_006_35.658681__-0.534745_01.2022,319,0,1,79,240,0.2476489028213166,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_458.npy,False,0.3907678,50_Or_020_35.652627__-0.592862_03.2021,320,0,1,79,241,0.246875,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_229.npy,False,0.3907678,50_Or_021_35.652627__-0.592862_06.2022,321,0,1,79,242,0.24610591900311526,15,10,0.6
50_Or_079__35.819171__-0.468544_03.2025_Bulldozers_7.npy,False,0.38985527,50_Or_079__35.819171__-0.468544_03.2025,322,0,1,79,243,0.2453416149068323,15,10,0.6
50_Or_031_35.641030__-0.594670_03.2021_Bulldozers_40.npy,False,0.38759845,50_Or_031_35.641030__-0.594670_03.2021,323,0,1,79,244,0.24458204334365324,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_CementMixerTrucks_95.npy,False,0.38596195,50_Or_025_35.651734__-0.595641_06.2020,324,0,1,79,245,0.24382716049382716,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_634.npy,False,0.38451397,50_Or_019_35.652627__-0.592862_06.2020,325,0,1,79,246,0.24307692307692308,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_231.npy,False,0.38430107,50_Or_021_35.652627__-0.592862_06.2022,326,0,1,79,247,0.24233128834355827,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_456.npy,False,0.38430107,50_Or_020_35.652627__-0.592862_03.2021,327,0,1,79,248,0.2415902140672783,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_350.npy,False,0.38257587,50_Or_096__34.700833__3.307971__03.2025,328,0,1,79,249,0.24085365853658536,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_153.npy,False,0.3820997,50_Or_006_35.658681__-0.534745_01.2022,329,0,1,79,250,0.24012158054711247,15,10,0.6
50_Or_079__35.819171__-0.468544_03.2025_MediumStandard_83.npy,False,0.3801797,50_Or_079__35.819171__-0.468544_03.2025,330,0,1,79,251,0.23939393939393938,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_190.npy,False,0.37976792,50_Or_096__34.700833__3.307971__03.2025,331,0,1,79,252,0.23867069486404835,15,10,0.6
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_70.npy,False,0.37922263,50_Or_031_35.641030__-0.594670_03.2021,332,0,1,79,253,0.23795180722891565,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_225.npy,False,0.37855974,50_Or_021_35.652627__-0.592862_06.2022,333,0,1,79,254,0.23723723723723725,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_463.npy,False,0.37855974,50_Or_020_35.652627__-0.592862_03.2021,334,0,1,79,255,0.23652694610778444,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_279.npy,False,0.37714124,50_Or_005_35.658681__-0.534745_03.2021,335,0,1,79,256,0.23582089552238805,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_MediumSmall_240.npy,False,0.3755526,50_Or_004_35.654030__-0.565647_01.2022,336,0,1,79,257,0.23511904761904762,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_302.npy,False,0.37534383,50_Or_025_35.651734__-0.595641_06.2020,337,0,1,79,258,0.2344213649851632,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_355.npy,False,0.3736815,50_Or_096__34.700833__3.307971__03.2025,338,0,1,79,259,0.23372781065088757,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_HeavyDuty_29.npy,False,0.373488,50_Or_006_35.658681__-0.534745_01.2022,339,0,1,79,260,0.23303834808259588,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_307.npy,False,0.3724636,50_Or_025_35.651734__-0.595641_06.2020,340,0,1,79,261,0.2323529411764706,15,10,0.6
50_Or_078__35.819171__-0.468544_06.2022_MediumStandard_332.npy,False,0.3675285,50_Or_078__35.819171__-0.468544_06.2022,341,0,1,79,262,0.2316715542521994,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_158.npy,False,0.3669761,50_Or_006_35.658681__-0.534745_01.2022,342,0,1,79,263,0.2309941520467836,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_354.npy,False,0.36645252,50_Or_096__34.700833__3.307971__03.2025,343,0,1,79,264,0.2303206997084548,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_652.npy,False,0.36453122,50_Or_019_35.652627__-0.592862_06.2020,344,0,1,79,265,0.22965116279069767,15,10,0.6
50_Or_015_35.653454__-0.602122_03.2021_MediumSmall_239.npy,False,0.3640849,50_Or_015_35.653454__-0.602122_03.2021,345,0,1,79,266,0.2289855072463768,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_Small_1836.npy,False,0.3632385,50_Or_098__35.913750__0.147933__11.2021,346,0,1,79,267,0.22832369942196531,15,10,0.6
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_93.npy,False,0.36201686,50_Or_069__35.715136__-0.480888_01.2022,347,0,1,79,268,0.2276657060518732,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_348.npy,False,0.3618381,50_Or_096__34.700833__3.307971__03.2025,348,0,1,79,269,0.22701149425287356,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_Other_88.npy,False,0.36164412,50_Or_096__34.700833__3.307971__03.2025,349,0,1,79,270,0.22636103151862463,15,10,0.6
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_317.npy,False,0.3611272,50_Or_052__35.710191__-0.636511_06.2020,350,0,1,79,271,0.2257142857142857,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_346.npy,False,0.36010918,50_Or_096__34.700833__3.307971__03.2025,351,0,1,79,272,0.22507122507122507,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_303.npy,False,0.359645,50_Or_025_35.651734__-0.595641_06.2020,352,0,1,79,273,0.22443181818181818,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_Other_87.npy,False,0.35947686,50_Or_096__34.700833__3.307971__03.2025,353,0,1,79,274,0.2237960339943343,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_191.npy,False,0.35781345,50_Or_096__34.700833__3.307971__03.2025,354,0,1,79,275,0.2231638418079096,15,10,0.6
50_Or_031_35.641030__-0.594670_03.2021_Other_95.npy,False,0.3568124,50_Or_031_35.641030__-0.594670_03.2021,355,0,1,79,276,0.22253521126760564,15,10,0.6
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_300.npy,False,0.3557546,50_Or_052__35.710191__-0.636511_06.2020,356,0,1,79,277,0.22191011235955055,15,10,0.6
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_335.npy,False,0.35338652,50_Or_077__35.819171__-0.468544_01.2022,357,0,1,79,278,0.22128851540616246,15,10,0.6
50_Or_069__35.715136__-0.480888_01.2022_TruckTractor_280.npy,False,0.35147214,50_Or_069__35.715136__-0.480888_01.2022,358,0,1,79,279,0.2206703910614525,15,10,0.6
50_Or_047__35.675778__-0.670871_03.2025_CementMixerTrucks_42.npy,False,0.35079482,50_Or_047__35.675778__-0.670871_03.2025,359,0,1,79,280,0.2200557103064067,15,10,0.6
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_337.npy,False,0.3507294,50_Or_077__35.819171__-0.468544_01.2022,360,0,1,79,281,0.21944444444444444,15,10,0.6
50_Or_047__35.675778__-0.670871_03.2025_MediumSmall_151.npy,False,0.35007554,50_Or_047__35.675778__-0.670871_03.2025,361,0,1,79,282,0.2188365650969529,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_23.npy,False,0.3498797,50_Or_006_35.658681__-0.534745_01.2022,362,0,1,79,283,0.21823204419889503,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_351.npy,False,0.34973922,50_Or_096__34.700833__3.307971__03.2025,363,0,1,79,284,0.21763085399449036,15,10,0.6
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_90.npy,False,0.34825653,50_Or_069__35.715136__-0.480888_01.2022,364,0,1,79,285,0.21703296703296704,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2027.npy,False,0.34363678,50_Or_003_35.654030__-0.565647_03.2021,365,0,1,79,286,0.21643835616438356,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_277.npy,False,0.34059107,50_Or_005_35.658681__-0.534745_03.2021,366,0,1,79,287,0.21584699453551912,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_MediumSmall_242.npy,False,0.33768225,50_Or_004_35.654030__-0.565647_01.2022,367,0,1,79,288,0.21525885558583105,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_651.npy,False,0.33510977,50_Or_019_35.652627__-0.592862_06.2020,368,0,1,79,289,0.21467391304347827,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_CementMixerTrucks_33.npy,False,0.33417994,50_Or_006_35.658681__-0.534745_01.2022,369,0,1,79,290,0.2140921409214092,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_308.npy,False,0.3338883,50_Or_025_35.651734__-0.595641_06.2020,370,0,1,79,291,0.21351351351351353,15,10,0.6
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_92.npy,False,0.33380574,50_Or_069__35.715136__-0.480888_01.2022,371,0,1,79,292,0.21293800539083557,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_27.npy,False,0.33362007,50_Or_006_35.658681__-0.534745_01.2022,372,0,1,79,293,0.21236559139784947,15,10,0.6
50_Or_079__35.819171__-0.468544_03.2025_MediumStandard_76.npy,False,0.3328753,50_Or_079__35.819171__-0.468544_03.2025,373,0,1,79,294,0.21179624664879357,15,10,0.6
50_Or_069__35.715136__-0.480888_01.2022_MediumStandard_520.npy,False,0.33168298,50_Or_069__35.715136__-0.480888_01.2022,374,0,1,79,295,0.21122994652406418,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_530.npy,False,0.32929164,50_Or_098__35.913750__0.147933__11.2021,375,0,1,79,296,0.21066666666666667,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_464.npy,False,0.3292243,50_Or_020_35.652627__-0.592862_03.2021,376,0,1,79,297,0.21010638297872342,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_235.npy,False,0.3292243,50_Or_021_35.652627__-0.592862_06.2022,377,0,1,79,298,0.20954907161803712,15,10,0.6
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_88.npy,False,0.32861167,50_Or_069__35.715136__-0.480888_01.2022,378,0,1,79,299,0.20899470899470898,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_311.npy,False,0.3285992,50_Or_025_35.651734__-0.595641_06.2020,379,0,1,79,300,0.20844327176781002,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_309.npy,False,0.32820186,50_Or_025_35.651734__-0.595641_06.2020,380,0,1,79,301,0.20789473684210527,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_189.npy,False,0.32810342,50_Or_096__34.700833__3.307971__03.2025,381,0,1,79,302,0.2073490813648294,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_281.npy,False,0.32750615,50_Or_005_35.658681__-0.534745_03.2021,382,0,1,79,303,0.20680628272251309,15,10,0.6
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_297.npy,False,0.3267473,50_Or_052__35.710191__-0.636511_06.2020,383,0,1,79,304,0.206266318537859,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_525.npy,False,0.32624435,50_Or_098__35.913750__0.147933__11.2021,384,0,1,79,305,0.20572916666666666,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_MediumSmall_175.npy,False,0.3250202,50_Or_005_35.658681__-0.534745_03.2021,385,0,1,79,306,0.2051948051948052,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_476.npy,False,0.3244934,50_Or_020_35.652627__-0.592862_03.2021,386,0,1,79,307,0.20466321243523317,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_233.npy,False,0.3244934,50_Or_021_35.652627__-0.592862_06.2022,387,0,1,79,308,0.2041343669250646,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_352.npy,False,0.32332188,50_Or_096__34.700833__3.307971__03.2025,388,0,1,79,309,0.2036082474226804,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_24.npy,False,0.3227995,50_Or_006_35.658681__-0.534745_01.2022,389,0,1,79,310,0.20308483290488433,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_Small_322.npy,False,0.322607,50_Or_006_35.658681__-0.534745_01.2022,390,0,1,79,311,0.20256410256410257,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_195.npy,False,0.32256746,50_Or_096__34.700833__3.307971__03.2025,391,0,1,79,312,0.2020460358056266,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_MediumStandard_484.npy,False,0.3217919,50_Or_035__35.649109__-0.611845_03.2021,392,0,1,79,313,0.20153061224489796,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_22.npy,False,0.3211896,50_Or_006_35.658681__-0.534745_01.2022,393,0,1,79,314,0.2010178117048346,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumSmall_386.npy,False,0.32044512,50_Or_019_35.652627__-0.592862_06.2020,394,0,1,79,315,0.20050761421319796,15,10,0.6
50_Or_079__35.819171__-0.468544_03.2025_MediumStandard_81.npy,False,0.3185762,50_Or_079__35.819171__-0.468544_03.2025,395,0,1,79,316,0.2,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_157.npy,False,0.3165522,50_Or_006_35.658681__-0.534745_01.2022,396,0,1,79,317,0.1994949494949495,15,10,0.6
50_Or_015_35.653454__-0.602122_03.2021_MediumSmall_236.npy,False,0.31598267,50_Or_015_35.653454__-0.602122_03.2021,397,0,1,79,318,0.19899244332493704,15,10,0.6
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_339.npy,False,0.3140701,50_Or_077__35.819171__-0.468544_01.2022,398,0,1,79,319,0.1984924623115578,15,10,0.6
50_Or_079__35.819171__-0.468544_03.2025_MediumStandard_84.npy,False,0.3130747,50_Or_079__35.819171__-0.468544_03.2025,399,0,1,79,320,0.19799498746867167,15,10,0.6
50_Or_052__35.710191__-0.636511_06.2020_Other_81.npy,False,0.3107186,50_Or_052__35.710191__-0.636511_06.2020,400,0,1,79,321,0.1975,15,10,0.6
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_67.npy,False,0.31003505,50_Or_031_35.641030__-0.594670_03.2021,401,0,1,79,322,0.1970074812967581,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_532.npy,False,0.30966094,50_Or_098__35.913750__0.147933__11.2021,402,0,1,79,323,0.19651741293532338,15,10,0.6
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_71.npy,False,0.3091988,50_Or_031_35.641030__-0.594670_03.2021,403,0,1,79,324,0.19602977667493796,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_305.npy,False,0.30888122,50_Or_025_35.651734__-0.595641_06.2020,404,0,1,79,325,0.19554455445544555,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_21.npy,False,0.30856413,50_Or_006_35.658681__-0.534745_01.2022,405,0,1,79,326,0.19506172839506172,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_Small_1844.npy,False,0.30841655,50_Or_098__35.913750__0.147933__11.2021,406,0,1,79,327,0.19458128078817735,15,10,0.6
50_Or_016_35.653454__-0.602122_04.2023_Other_128.npy,False,0.3066607,50_Or_016_35.653454__-0.602122_04.2023,407,0,1,79,328,0.1941031941031941,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_156.npy,False,0.30657384,50_Or_006_35.658681__-0.534745_01.2022,408,0,1,79,329,0.19362745098039216,15,10,0.6
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_261.npy,False,0.30606732,50_Or_018_35.651252__-0.604357_04.2025,409,0,1,79,330,0.19315403422982885,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_Small_1843.npy,False,0.30578178,50_Or_098__35.913750__0.147933__11.2021,410,0,1,79,331,0.1926829268292683,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_Small_1008.npy,False,0.3044868,50_Or_096__34.700833__3.307971__03.2025,411,0,1,79,332,0.1922141119221411,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_300.npy,False,0.30331403,50_Or_025_35.651734__-0.595641_06.2020,412,0,1,79,333,0.19174757281553398,15,10,0.6
50_Or_018_35.651252__-0.604357_04.2025_Small_746.npy,False,0.3029582,50_Or_018_35.651252__-0.604357_04.2025,413,0,1,79,334,0.19128329297820823,15,10,0.6
50_Or_015_35.653454__-0.602122_03.2021_MediumSmall_238.npy,False,0.30275816,50_Or_015_35.653454__-0.602122_03.2021,414,0,1,79,335,0.19082125603864733,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_188.npy,False,0.29926604,50_Or_096__34.700833__3.307971__03.2025,415,0,1,79,336,0.19036144578313252,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1459.npy,False,0.29852307,50_Or_035__35.649109__-0.611845_03.2021,416,0,1,79,337,0.18990384615384615,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_645.npy,False,0.29748,50_Or_019_35.652627__-0.592862_06.2020,417,0,1,79,338,0.18944844124700239,15,10,0.6
50_Or_078__35.819171__-0.468544_06.2022_Small_1002.npy,False,0.29699084,50_Or_078__35.819171__-0.468544_06.2022,418,0,1,79,339,0.18899521531100477,15,10,0.6
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_298.npy,False,0.29569572,50_Or_052__35.710191__-0.636511_06.2020,419,0,1,79,340,0.18854415274463007,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1527.npy,False,0.29491413,50_Or_035__35.649109__-0.611845_03.2021,420,0,1,79,341,0.1880952380952381,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_Bulldozers_12.npy,False,0.29284054,50_Or_006_35.658681__-0.534745_01.2022,421,0,1,79,342,0.1876484560570071,15,10,0.6
50_Or_078__35.819171__-0.468544_06.2022_Small_1003.npy,False,0.2918278,50_Or_078__35.819171__-0.468544_06.2022,422,0,1,79,343,0.1872037914691943,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_MediumSmall_225.npy,False,0.2914766,50_Or_035__35.649109__-0.611845_03.2021,423,0,1,79,344,0.1867612293144208,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_161.npy,False,0.2886529,50_Or_006_35.658681__-0.534745_01.2022,424,0,1,79,345,0.18632075471698112,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_Bulldozers_58.npy,False,0.28864777,50_Or_098__35.913750__0.147933__11.2021,425,0,1,79,346,0.18588235294117647,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_344.npy,False,0.28697386,50_Or_096__34.700833__3.307971__03.2025,426,0,1,79,347,0.18544600938967137,15,10,0.6
50_Or_052__35.710191__-0.636511_06.2020_Bulldozers_34.npy,False,0.28695905,50_Or_052__35.710191__-0.636511_06.2020,427,0,1,79,348,0.18501170960187355,15,10,0.6
50_Or_078__35.819171__-0.468544_06.2022_MediumStandard_330.npy,False,0.28688756,50_Or_078__35.819171__-0.468544_06.2022,428,0,1,79,349,0.18457943925233644,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1465.npy,False,0.28629598,50_Or_035__35.649109__-0.611845_03.2021,429,0,1,79,350,0.18414918414918416,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2109.npy,False,0.2854204,50_Or_025_35.651734__-0.595641_06.2020,430,0,1,79,351,0.18372093023255814,15,10,0.6
50_Or_079__35.819171__-0.468544_03.2025_MediumStandard_78.npy,False,0.28496182,50_Or_079__35.819171__-0.468544_03.2025,431,0,1,79,352,0.18329466357308585,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_Small_1847.npy,False,0.28451532,50_Or_098__35.913750__0.147933__11.2021,432,0,1,79,353,0.18287037037037038,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_296.npy,False,0.284202,50_Or_025_35.651734__-0.595641_06.2020,433,0,1,79,354,0.18244803695150116,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_647.npy,False,0.28418952,50_Or_019_35.652627__-0.592862_06.2020,434,0,1,79,355,0.18202764976958524,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_306.npy,False,0.28370225,50_Or_025_35.651734__-0.595641_06.2020,435,0,1,79,356,0.18160919540229886,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_20.npy,False,0.2831022,50_Or_006_35.658681__-0.534745_01.2022,436,0,1,79,357,0.1811926605504587,15,10,0.6
50_Or_079__35.819171__-0.468544_03.2025_Small_194.npy,False,0.28302205,50_Or_079__35.819171__-0.468544_03.2025,437,0,1,79,358,0.18077803203661327,15,10,0.6
50_Or_018_35.651252__-0.604357_04.2025_MediumSmall_167.npy,False,0.28285557,50_Or_018_35.651252__-0.604357_04.2025,438,0,1,79,359,0.18036529680365296,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1783.npy,False,0.28251243,50_Or_004_35.654030__-0.565647_01.2022,439,0,1,79,360,0.17995444191343962,15,10,0.6
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_342.npy,False,0.28246045,50_Or_077__35.819171__-0.468544_01.2022,440,0,1,79,361,0.17954545454545454,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_193.npy,False,0.28225762,50_Or_096__34.700833__3.307971__03.2025,441,0,1,79,362,0.17913832199546487,15,10,0.6
