filename,is_target,score,image_name,K,TP_obj,FP_obj,Cum_TP_obj,Cum_FP_obj,Precision_obj_at_K,Cum_TP_img,Cum_FP_img,Precision_img_at_K
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_143.npy,False,0.55655247,50_Or_006_35.658681__-0.534745_01.2022,280,0,1,29,251,0.10357142857142858,19,5,0.7916666666666666
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_277.npy,False,0.5516337,50_Or_005_35.658681__-0.534745_03.2021,281,0,1,29,252,0.10320284697508897,19,5,0.7916666666666666
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_316.npy,False,0.5507343,50_Or_052__35.710191__-0.636511_06.2020,282,0,1,29,253,0.10283687943262411,19,5,0.7916666666666666
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_302.npy,False,0.5435801,50_Or_052__35.710191__-0.636511_06.2020,283,0,1,29,254,0.10247349823321555,19,5,0.7916666666666666
50_Or_096__34.700833__3.307971__03.2025_HeavyDuty_119.npy,False,0.54330677,50_Or_096__34.700833__3.307971__03.2025,284,0,1,29,255,0.10211267605633803,19,5,0.7916666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_161.npy,False,0.54278463,50_Or_006_35.658681__-0.534745_01.2022,285,0,1,29,256,0.10175438596491228,19,5,0.7916666666666666
50_Or_025_35.651734__-0.595641_06.2020_CementMixerTrucks_94.npy,False,0.54190445,50_Or_025_35.651734__-0.595641_06.2020,286,0,1,29,257,0.10139860139860139,19,5,0.7916666666666666
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_528.npy,False,0.5399478,50_Or_098__35.913750__0.147933__11.2021,287,0,1,29,258,0.10104529616724739,19,5,0.7916666666666666
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_18.npy,False,0.53893447,50_Or_006_35.658681__-0.534745_01.2022,288,0,1,29,259,0.10069444444444445,19,5,0.7916666666666666
50_Or_015_35.653454__-0.602122_03.2021_MediumSmall_234.npy,False,0.53880703,50_Or_015_35.653454__-0.602122_03.2021,289,0,1,29,260,0.10034602076124567,19,5,0.7916666666666666
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_66.npy,False,0.538568,50_Or_031_35.641030__-0.594670_03.2021,290,0,1,29,261,0.1,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_176.npy,False,0.5382669,50_Or_019_35.652627__-0.592862_06.2020,291,0,1,29,262,0.09965635738831616,19,5,0.7916666666666666
50_Or_005_35.658681__-0.534745_03.2021_CementMixerTrucks_62.npy,False,0.5380319,50_Or_005_35.658681__-0.534745_03.2021,292,0,1,29,263,0.09931506849315068,19,5,0.7916666666666666
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_334.npy,False,0.536497,50_Or_077__35.819171__-0.468544_01.2022,293,0,1,29,264,0.09897610921501707,19,5,0.7916666666666666
50_Or_078__35.819171__-0.468544_06.2022_Other_86.npy,False,0.53497684,50_Or_078__35.819171__-0.468544_06.2022,294,0,1,29,265,0.09863945578231292,19,5,0.7916666666666666
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_537.npy,False,0.53449345,50_Or_098__35.913750__0.147933__11.2021,295,0,1,29,266,0.09830508474576272,19,5,0.7916666666666666
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_276.npy,False,0.5315375,50_Or_005_35.658681__-0.534745_03.2021,296,0,1,29,267,0.09797297297297297,19,5,0.7916666666666666
50_Or_047__35.675778__-0.670871_03.2025_MediumStandard_184.npy,False,0.5302702,50_Or_047__35.675778__-0.670871_03.2025,297,0,1,29,268,0.09764309764309764,19,5,0.7916666666666666
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_523.npy,False,0.5277348,50_Or_098__35.913750__0.147933__11.2021,298,0,1,29,269,0.09731543624161074,19,5,0.7916666666666666
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_300.npy,False,0.5274677,50_Or_052__35.710191__-0.636511_06.2020,299,0,1,29,270,0.09698996655518395,19,5,0.7916666666666666
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_533.npy,False,0.52740777,50_Or_098__35.913750__0.147933__11.2021,300,0,1,29,271,0.09666666666666666,19,5,0.7916666666666666
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_260.npy,False,0.526053,50_Or_018_35.651252__-0.604357_04.2025,301,0,1,29,272,0.09634551495016612,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_632.npy,False,0.52366966,50_Or_019_35.652627__-0.592862_06.2020,302,0,1,29,273,0.09602649006622517,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_183.npy,False,0.5234538,50_Or_019_35.652627__-0.592862_06.2020,303,0,1,29,274,0.09570957095709572,19,5,0.7916666666666666
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_179.npy,False,0.51835763,50_Or_019_35.652627__-0.592862_06.2020,304,0,1,29,275,0.09539473684210527,19,5,0.7916666666666666
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_284.npy,False,0.5131335,50_Or_005_35.658681__-0.534745_03.2021,305,0,1,29,276,0.09508196721311475,19,5,0.7916666666666666
50_Or_035__35.649109__-0.611845_03.2021_MediumStandard_481.npy,False,0.51280224,50_Or_035__35.649109__-0.611845_03.2021,306,0,1,29,277,0.09477124183006536,19,6,0.76
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_635.npy,False,0.5120127,50_Or_019_35.652627__-0.592862_06.2020,307,0,1,29,278,0.09446254071661238,19,6,0.76
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_271.npy,False,0.5108171,50_Or_018_35.651252__-0.604357_04.2025,308,0,1,29,279,0.09415584415584416,19,6,0.76
50_Or_040__35.635027__-0.595208_06.2022_TruckTractor_261.npy,False,0.51041204,50_Or_040__35.635027__-0.595208_06.2022,309,0,1,29,280,0.09385113268608414,19,6,0.76
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_160.npy,False,0.5081049,50_Or_006_35.658681__-0.534745_01.2022,310,0,1,29,281,0.0935483870967742,19,6,0.76
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_536.npy,False,0.5070104,50_Or_098__35.913750__0.147933__11.2021,311,0,1,29,282,0.0932475884244373,19,6,0.76
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_171.npy,False,0.50664246,50_Or_019_35.652627__-0.592862_06.2020,312,0,1,29,283,0.09294871794871795,19,6,0.76
50_Or_005_35.658681__-0.534745_03.2021_CementMixerTrucks_61.npy,False,0.50559986,50_Or_005_35.658681__-0.534745_03.2021,313,0,1,29,284,0.0926517571884984,19,6,0.76
50_Or_040__35.635027__-0.595208_06.2022_TruckTractor_260.npy,False,0.5054637,50_Or_040__35.635027__-0.595208_06.2022,314,0,1,29,285,0.09235668789808917,19,6,0.76
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_173.npy,False,0.5052755,50_Or_019_35.652627__-0.592862_06.2020,315,0,1,29,286,0.09206349206349207,19,6,0.76
50_Or_005_35.658681__-0.534745_03.2021_Bulldozers_25.npy,False,0.5036478,50_Or_005_35.658681__-0.534745_03.2021,316,0,1,29,287,0.09177215189873418,19,6,0.76
50_Or_016_35.653454__-0.602122_04.2023_MediumStandard_595.npy,False,0.50136995,50_Or_016_35.653454__-0.602122_04.2023,317,0,1,29,288,0.0914826498422713,19,6,0.76
50_Or_069__35.715136__-0.480888_01.2022_TruckTractor_279.npy,False,0.5012359,50_Or_069__35.715136__-0.480888_01.2022,318,0,1,29,289,0.09119496855345911,19,6,0.76
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_280.npy,False,0.5010848,50_Or_005_35.658681__-0.534745_03.2021,319,0,1,29,290,0.09090909090909091,19,6,0.76
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_265.npy,False,0.50001335,50_Or_018_35.651252__-0.604357_04.2025,320,0,1,29,291,0.090625,19,6,0.76
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_530.npy,False,0.4996134,50_Or_098__35.913750__0.147933__11.2021,321,0,1,29,292,0.09034267912772585,19,6,0.76
50_Or_035__35.649109__-0.611845_03.2021_MediumStandard_488.npy,False,0.49902457,50_Or_035__35.649109__-0.611845_03.2021,322,0,1,29,293,0.09006211180124224,19,6,0.76
50_Or_096__34.700833__3.307971__03.2025_HeavyDuty_118.npy,False,0.49287716,50_Or_096__34.700833__3.307971__03.2025,323,0,1,29,294,0.08978328173374613,19,6,0.76
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_147.npy,False,0.49240196,50_Or_006_35.658681__-0.534745_01.2022,324,0,1,29,295,0.08950617283950617,19,6,0.76
50_Or_040__35.635027__-0.595208_06.2022_TruckTractor_259.npy,False,0.49117988,50_Or_040__35.635027__-0.595208_06.2022,325,0,1,29,296,0.08923076923076922,19,6,0.76
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_464.npy,False,0.49065983,50_Or_020_35.652627__-0.592862_03.2021,326,0,1,29,297,0.08895705521472393,19,6,0.76
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_235.npy,False,0.49065983,50_Or_021_35.652627__-0.592862_06.2022,327,0,1,29,298,0.08868501529051988,19,6,0.76
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_269.npy,False,0.48703125,50_Or_018_35.651252__-0.604357_04.2025,328,0,1,29,299,0.08841463414634146,19,6,0.76
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_532.npy,False,0.48686647,50_Or_098__35.913750__0.147933__11.2021,329,0,1,29,300,0.08814589665653495,19,6,0.76
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_478.npy,False,0.48671967,50_Or_020_35.652627__-0.592862_03.2021,330,0,1,29,301,0.08787878787878788,19,6,0.76
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_647.npy,False,0.48485693,50_Or_019_35.652627__-0.592862_06.2020,331,0,1,29,302,0.08761329305135952,19,6,0.76
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_279.npy,False,0.4846543,50_Or_005_35.658681__-0.534745_03.2021,332,0,1,29,303,0.08734939759036145,19,6,0.76
50_Or_078__35.819171__-0.468544_06.2022_MediumStandard_330.npy,False,0.48299682,50_Or_078__35.819171__-0.468544_06.2022,333,0,1,29,304,0.08708708708708708,19,6,0.76
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_304.npy,False,0.4829412,50_Or_025_35.651734__-0.595641_06.2020,334,0,1,29,305,0.08682634730538923,19,6,0.76
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_335.npy,False,0.48130807,50_Or_077__35.819171__-0.468544_01.2022,335,0,1,29,306,0.08656716417910448,19,6,0.76
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_243.npy,False,0.4804309,50_Or_021_35.652627__-0.592862_06.2022,336,0,1,29,307,0.08630952380952381,19,6,0.76
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_470.npy,False,0.4804309,50_Or_020_35.652627__-0.592862_03.2021,337,0,1,29,308,0.08605341246290801,19,6,0.76
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_342.npy,False,0.47891575,50_Or_077__35.819171__-0.468544_01.2022,338,0,1,29,309,0.08579881656804733,19,6,0.76
50_Or_069__35.715136__-0.480888_01.2022_MediumStandard_518.npy,False,0.47834772,50_Or_069__35.715136__-0.480888_01.2022,339,0,1,29,310,0.0855457227138643,19,6,0.76
50_Or_047__35.675778__-0.670871_03.2025_TruckTractor_87.npy,False,0.47787386,50_Or_047__35.675778__-0.670871_03.2025,340,0,1,29,311,0.08529411764705883,19,6,0.76
50_Or_025_35.651734__-0.595641_06.2020_MediumStandard_584.npy,False,0.47785154,50_Or_025_35.651734__-0.595641_06.2020,341,0,1,29,312,0.08504398826979472,19,6,0.76
50_Or_015_35.653454__-0.602122_03.2021_MediumSmall_233.npy,False,0.47183186,50_Or_015_35.653454__-0.602122_03.2021,342,0,1,29,313,0.0847953216374269,19,6,0.76
50_Or_005_35.658681__-0.534745_03.2021_Other_61.npy,False,0.47081262,50_Or_005_35.658681__-0.534745_03.2021,343,0,1,29,314,0.08454810495626822,19,6,0.76
50_Or_021_35.652627__-0.592862_06.2022_Bulldozers_18.npy,False,0.46828976,50_Or_021_35.652627__-0.592862_06.2022,344,0,1,29,315,0.08430232558139535,19,6,0.76
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_19.npy,False,0.46792477,50_Or_006_35.658681__-0.534745_01.2022,345,0,1,29,316,0.08405797101449275,19,6,0.76
50_Or_098__35.913750__0.147933__11.2021_TruckTractor_282.npy,False,0.46505356,50_Or_098__35.913750__0.147933__11.2021,346,0,1,29,317,0.0838150289017341,19,6,0.76
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_263.npy,False,0.46381354,50_Or_018_35.651252__-0.604357_04.2025,347,0,1,29,318,0.08357348703170028,19,6,0.76
50_Or_003_35.654030__-0.565647_03.2021_MediumStandard_580.npy,False,0.46236137,50_Or_003_35.654030__-0.565647_03.2021,348,0,1,29,319,0.08333333333333333,19,6,0.76
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_166.npy,False,0.4620689,50_Or_019_35.652627__-0.592862_06.2020,349,0,1,29,320,0.0830945558739255,19,6,0.76
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_172.npy,False,0.46077105,50_Or_019_35.652627__-0.592862_06.2020,350,0,1,29,321,0.08285714285714285,19,6,0.76
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_181.npy,False,0.4588265,50_Or_019_35.652627__-0.592862_06.2020,351,0,1,29,322,0.08262108262108261,19,6,0.76
50_Or_078__35.819171__-0.468544_06.2022_MediumStandard_329.npy,False,0.4582001,50_Or_078__35.819171__-0.468544_06.2022,352,0,1,29,323,0.08238636363636363,19,6,0.76
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_646.npy,False,0.45679206,50_Or_019_35.652627__-0.592862_06.2020,353,0,1,29,324,0.0821529745042493,19,6,0.76
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_348.npy,False,0.4565632,50_Or_096__34.700833__3.307971__03.2025,354,0,1,29,325,0.08192090395480225,19,6,0.76
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_317.npy,False,0.45332873,50_Or_052__35.710191__-0.636511_06.2020,355,0,1,29,326,0.08169014084507042,19,6,0.76
50_Or_096__34.700833__3.307971__03.2025_ExtremelyLongHeavyDutyTraileronly_27.npy,True,0.45310646,50_Or_096__34.700833__3.307971__03.2025,356,1,0,30,326,0.08426966292134831,20,5,0.8
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_645.npy,False,0.45306042,50_Or_019_35.652627__-0.592862_06.2020,357,0,1,30,327,0.08403361344537816,20,5,0.8
50_Or_020_35.652627__-0.592862_03.2021_TruckTractor_258.npy,False,0.45064414,50_Or_020_35.652627__-0.592862_03.2021,358,0,1,30,328,0.08379888268156424,20,5,0.8
50_Or_021_35.652627__-0.592862_06.2022_TruckTractor_92.npy,False,0.45052043,50_Or_021_35.652627__-0.592862_06.2022,359,0,1,30,329,0.08356545961002786,20,5,0.8
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_343.npy,False,0.44894153,50_Or_096__34.700833__3.307971__03.2025,360,0,1,30,330,0.08333333333333333,20,5,0.8
50_Or_071__35.715136__-0.480888_04.2023_MediumStandard_504.npy,False,0.4476535,50_Or_071__35.715136__-0.480888_04.2023,361,0,1,30,331,0.08310249307479224,20,5,0.8
50_Or_047__35.675778__-0.670871_03.2025_Other_26.npy,False,0.44741246,50_Or_047__35.675778__-0.670871_03.2025,362,0,1,30,332,0.08287292817679558,20,5,0.8
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_144.npy,False,0.44688612,50_Or_006_35.658681__-0.534745_01.2022,363,0,1,30,333,0.08264462809917356,20,5,0.8
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_178.npy,False,0.44541836,50_Or_019_35.652627__-0.592862_06.2020,364,0,1,30,334,0.08241758241758242,20,5,0.8
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_297.npy,False,0.44521105,50_Or_052__35.710191__-0.636511_06.2020,365,0,1,30,335,0.0821917808219178,20,5,0.8
50_Or_021_35.652627__-0.592862_06.2022_TruckTractor_91.npy,False,0.44302922,50_Or_021_35.652627__-0.592862_06.2022,366,0,1,30,336,0.08196721311475409,20,5,0.8
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_169.npy,False,0.44193268,50_Or_019_35.652627__-0.592862_06.2020,367,0,1,30,337,0.08174386920980926,20,5,0.8
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_152.npy,False,0.44172227,50_Or_006_35.658681__-0.534745_01.2022,368,0,1,30,338,0.08152173913043478,20,5,0.8
50_Or_079__35.819171__-0.468544_03.2025_MediumStandard_77.npy,False,0.44162154,50_Or_079__35.819171__-0.468544_03.2025,369,0,1,30,339,0.08130081300813008,20,5,0.8
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_270.npy,False,0.44105607,50_Or_018_35.651252__-0.604357_04.2025,370,0,1,30,340,0.08108108108108109,20,5,0.8
50_Or_071__35.715136__-0.480888_04.2023_TruckTractor_264.npy,False,0.43990213,50_Or_071__35.715136__-0.480888_04.2023,371,0,1,30,341,0.08086253369272237,20,5,0.8
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_258.npy,False,0.43958336,50_Or_018_35.651252__-0.604357_04.2025,372,0,1,30,342,0.08064516129032258,20,5,0.8
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_633.npy,False,0.43933016,50_Or_019_35.652627__-0.592862_06.2020,373,0,1,30,343,0.08042895442359249,20,5,0.8
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_347.npy,False,0.43913406,50_Or_096__34.700833__3.307971__03.2025,374,0,1,30,344,0.08021390374331551,20,5,0.8
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_247.npy,False,0.43788368,50_Or_021_35.652627__-0.592862_06.2022,375,0,1,30,345,0.08,20,5,0.8
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_538.npy,False,0.4370849,50_Or_098__35.913750__0.147933__11.2021,376,0,1,30,346,0.0797872340425532,20,5,0.8
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_349.npy,False,0.43596292,50_Or_096__34.700833__3.307971__03.2025,377,0,1,30,347,0.07957559681697612,20,5,0.8
50_Or_035__35.649109__-0.611845_03.2021_MediumStandard_486.npy,False,0.43586463,50_Or_035__35.649109__-0.611845_03.2021,378,0,1,30,348,0.07936507936507936,20,5,0.8
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_150.npy,False,0.434272,50_Or_006_35.658681__-0.534745_01.2022,379,0,1,30,349,0.079155672823219,20,5,0.8
50_Or_020_35.652627__-0.592862_03.2021_TruckTractor_255.npy,False,0.43404347,50_Or_020_35.652627__-0.592862_03.2021,380,0,1,30,350,0.07894736842105263,20,5,0.8
50_Or_021_35.652627__-0.592862_06.2022_TruckTractor_90.npy,False,0.43349752,50_Or_021_35.652627__-0.592862_06.2022,381,0,1,30,351,0.07874015748031496,20,5,0.8
50_Or_015_35.653454__-0.602122_03.2021_Small_1761.npy,False,0.43328738,50_Or_015_35.653454__-0.602122_03.2021,382,0,1,30,352,0.07853403141361257,20,5,0.8
50_Or_004_35.654030__-0.565647_01.2022_MediumStandard_506.npy,False,0.43060955,50_Or_004_35.654030__-0.565647_01.2022,383,0,1,30,353,0.0783289817232376,20,5,0.8
50_Or_078__35.819171__-0.468544_06.2022_MediumStandard_327.npy,False,0.4285006,50_Or_078__35.819171__-0.468544_06.2022,384,0,1,30,354,0.078125,20,5,0.8
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_543.npy,False,0.4273613,50_Or_098__35.913750__0.147933__11.2021,385,0,1,30,355,0.07792207792207792,20,5,0.8
50_Or_021_35.652627__-0.592862_06.2022_Small_639.npy,False,0.42637172,50_Or_021_35.652627__-0.592862_06.2022,386,0,1,30,356,0.07772020725388601,20,5,0.8
50_Or_078__35.819171__-0.468544_06.2022_MediumStandard_333.npy,False,0.42443585,50_Or_078__35.819171__-0.468544_06.2022,387,0,1,30,357,0.07751937984496124,20,5,0.8
50_Or_052__35.710191__-0.636511_06.2020_MediumStandard_298.npy,False,0.42417365,50_Or_052__35.710191__-0.636511_06.2020,388,0,1,30,358,0.07731958762886598,20,5,0.8
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_527.npy,False,0.4229359,50_Or_098__35.913750__0.147933__11.2021,389,0,1,30,359,0.07712082262210797,20,5,0.8
50_Or_098__35.913750__0.147933__11.2021_MediumStandard_540.npy,False,0.42245322,50_Or_098__35.913750__0.147933__11.2021,390,0,1,30,360,0.07692307692307693,20,5,0.8
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_648.npy,False,0.42124876,50_Or_019_35.652627__-0.592862_06.2020,391,0,1,30,361,0.07672634271099744,20,5,0.8
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_355.npy,False,0.42054307,50_Or_096__34.700833__3.307971__03.2025,392,0,1,30,362,0.07653061224489796,20,5,0.8
50_Or_031_35.641030__-0.594670_03.2021_CementMixerTrucks_68.npy,False,0.42038262,50_Or_031_35.641030__-0.594670_03.2021,393,0,1,30,363,0.07633587786259542,20,5,0.8
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_477.npy,False,0.42013085,50_Or_020_35.652627__-0.592862_03.2021,394,0,1,30,364,0.07614213197969544,20,5,0.8
50_Or_040__35.635027__-0.595208_06.2022_TruckTractor_262.npy,False,0.41758662,50_Or_040__35.635027__-0.595208_06.2022,395,0,1,30,365,0.0759493670886076,20,5,0.8
50_Or_025_35.651734__-0.595641_06.2020_MediumSmall_312.npy,False,0.41710368,50_Or_025_35.651734__-0.595641_06.2020,396,0,1,30,366,0.07575757575757576,20,5,0.8
50_Or_004_35.654030__-0.565647_01.2022_Small_1782.npy,False,0.4153095,50_Or_004_35.654030__-0.565647_01.2022,397,0,1,30,367,0.07556675062972293,20,5,0.8
50_Or_016_35.653454__-0.602122_04.2023_MediumStandard_600.npy,False,0.4149018,50_Or_016_35.653454__-0.602122_04.2023,398,0,1,30,368,0.07537688442211055,20,5,0.8
50_Or_025_35.651734__-0.595641_06.2020_CementMixerTrucks_95.npy,False,0.41322234,50_Or_025_35.651734__-0.595641_06.2020,399,0,1,30,369,0.07518796992481203,20,5,0.8
50_Or_019_35.652627__-0.592862_06.2020_HeavyDuty_168.npy,False,0.41321185,50_Or_019_35.652627__-0.592862_06.2020,400,0,1,30,370,0.075,20,5,0.8
50_Or_098__35.913750__0.147933__11.2021_Small_1836.npy,False,0.41243702,50_Or_098__35.913750__0.147933__11.2021,401,0,1,30,371,0.07481296758104738,20,5,0.8
50_Or_069__35.715136__-0.480888_01.2022_TruckTractor_277.npy,False,0.4123547,50_Or_069__35.715136__-0.480888_01.2022,402,0,1,30,372,0.07462686567164178,20,5,0.8
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_644.npy,False,0.4114961,50_Or_019_35.652627__-0.592862_06.2020,403,0,1,30,373,0.07444168734491315,20,5,0.8
50_Or_015_35.653454__-0.602122_03.2021_MediumSmall_232.npy,False,0.4103844,50_Or_015_35.653454__-0.602122_03.2021,404,0,1,30,374,0.07425742574257425,20,5,0.8
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_148.npy,False,0.4092297,50_Or_006_35.658681__-0.534745_01.2022,405,0,1,30,375,0.07407407407407407,20,5,0.8
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_233.npy,False,0.40668026,50_Or_021_35.652627__-0.592862_06.2022,406,0,1,30,376,0.07389162561576355,20,5,0.8
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_476.npy,False,0.40668026,50_Or_020_35.652627__-0.592862_03.2021,407,0,1,30,377,0.07371007371007371,20,5,0.8
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_475.npy,False,0.4056785,50_Or_020_35.652627__-0.592862_03.2021,408,0,1,30,378,0.07352941176470588,20,5,0.8
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_238.npy,False,0.4056785,50_Or_021_35.652627__-0.592862_06.2022,409,0,1,30,379,0.07334963325183375,20,5,0.8
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_634.npy,False,0.40425408,50_Or_019_35.652627__-0.592862_06.2020,410,0,1,30,380,0.07317073170731707,20,5,0.8
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_228.npy,False,0.40339562,50_Or_021_35.652627__-0.592862_06.2022,411,0,1,30,381,0.072992700729927,20,5,0.8
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_459.npy,False,0.40339562,50_Or_020_35.652627__-0.592862_03.2021,412,0,1,30,382,0.07281553398058252,20,5,0.8
50_Or_079__35.819171__-0.468544_03.2025_MediumStandard_85.npy,False,0.4017533,50_Or_079__35.819171__-0.468544_03.2025,413,0,1,30,383,0.07263922518159806,20,5,0.8
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_151.npy,False,0.4008993,50_Or_006_35.658681__-0.534745_01.2022,414,0,1,30,384,0.07246376811594203,20,5,0.8
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_467.npy,False,0.40026212,50_Or_020_35.652627__-0.592862_03.2021,415,0,1,30,385,0.07228915662650602,20,5,0.8
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_245.npy,False,0.40026212,50_Or_021_35.652627__-0.592862_06.2022,416,0,1,30,386,0.07211538461538461,20,5,0.8
50_Or_004_35.654030__-0.565647_01.2022_MediumSmall_241.npy,False,0.3994094,50_Or_004_35.654030__-0.565647_01.2022,417,0,1,30,387,0.07194244604316546,20,5,0.8
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_262.npy,False,0.3987513,50_Or_018_35.651252__-0.604357_04.2025,418,0,1,30,388,0.07177033492822966,20,5,0.8
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_234.npy,False,0.39815366,50_Or_021_35.652627__-0.592862_06.2022,419,0,1,30,389,0.07159904534606205,20,5,0.8
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_460.npy,False,0.39815366,50_Or_020_35.652627__-0.592862_03.2021,420,0,1,30,390,0.07142857142857142,20,5,0.8
50_Or_019_35.652627__-0.592862_06.2020_TruckTractor_589.npy,False,0.39648545,50_Or_019_35.652627__-0.592862_06.2020,421,0,1,30,391,0.07125890736342043,20,5,0.8
50_Or_096__34.700833__3.307971__03.2025_MediumStandard_354.npy,False,0.39632794,50_Or_096__34.700833__3.307971__03.2025,422,0,1,30,392,0.07109004739336493,20,5,0.8
50_Or_020_35.652627__-0.592862_03.2021_TruckTractor_257.npy,False,0.39555877,50_Or_020_35.652627__-0.592862_03.2021,423,0,1,30,393,0.07092198581560284,20,5,0.8
50_Or_021_35.652627__-0.592862_06.2022_TruckTractor_93.npy,False,0.3955236,50_Or_021_35.652627__-0.592862_06.2022,424,0,1,30,394,0.07075471698113207,20,5,0.8
50_Or_071__35.715136__-0.480888_04.2023_Small_1767.npy,False,0.394705,50_Or_071__35.715136__-0.480888_04.2023,425,0,1,30,395,0.07058823529411765,20,5,0.8
50_Or_003_35.654030__-0.565647_03.2021_Small_2027.npy,False,0.3945326,50_Or_003_35.654030__-0.565647_03.2021,426,0,1,30,396,0.07042253521126761,20,5,0.8
50_Or_079__35.819171__-0.468544_03.2025_MediumStandard_79.npy,False,0.39444387,50_Or_079__35.819171__-0.468544_03.2025,427,0,1,30,397,0.0702576112412178,20,5,0.8
